Date,Open,High,Low,Close,Adj Close,Volume
2010-07-19,0.559500,0.585500,0.547167,0.583333,0.544250,7908000
2010-07-20,0.539500,0.585167,0.519667,0.585000,0.545806,14142000
2010-07-21,0.596167,0.596167,0.545667,0.549500,0.512684,10890000
2010-07-22,0.558333,0.611667,0.558333,0.599833,0.559645,10308000
2010-07-23,0.595000,0.615500,0.579833,0.611333,0.570374,7092000
2010-07-26,0.611667,0.636833,0.593167,0.633333,0.590901,8622000
2010-07-27,0.647167,0.647167,0.612333,0.620333,0.578772,10470000
2010-07-28,0.612500,0.626500,0.578333,0.588167,0.548761,17106000
2010-07-29,0.594833,0.596000,0.530167,0.552500,0.515483,24666000
2010-07-30,0.539667,0.545667,0.507667,0.535167,0.499311,13908000
2010-08-02,0.562167,0.571667,0.542167,0.563500,0.525746,19812000
2010-08-03,0.563667,0.564833,0.532333,0.546500,0.509885,11742000
2010-08-04,0.548333,0.564167,0.532333,0.562500,0.524813,8508000
2010-08-05,0.559333,0.567000,0.543333,0.549000,0.512218,7224000
2010-08-06,0.538833,0.561000,0.529167,0.549667,0.512840,7914000
2010-08-09,0.553667,0.566667,0.540000,0.558667,0.521237,7584000
2010-08-10,0.541667,0.541667,0.500833,0.515833,0.481273,18732000
2010-08-11,0.482667,0.483167,0.440667,0.453667,0.423272,30720000
2010-08-12,0.421500,0.441500,0.406667,0.435500,0.406322,27768000
2010-08-13,0.437667,0.449500,0.421500,0.422333,0.394037,9888000
2010-08-16,0.418333,0.439833,0.408333,0.426667,0.398081,15528000
2010-08-17,0.443167,0.458000,0.433500,0.443000,0.413320,14430000
2010-08-18,0.447000,0.464500,0.438167,0.457833,0.427159,10218000
2010-08-19,0.452500,0.459333,0.428833,0.434833,0.405700,11196000
2010-08-20,0.438833,0.452833,0.430667,0.439833,0.410365,8682000
2010-08-23,0.452333,0.454333,0.423833,0.424333,0.395903,15390000
2010-08-24,0.407333,0.416667,0.393167,0.402833,0.375844,13998000
2010-08-25,0.397167,0.420167,0.382500,0.415000,0.387196,19578000
2010-08-26,0.422333,0.424667,0.387000,0.391333,0.365114,15816000
2010-08-27,0.403167,0.419167,0.371333,0.414667,0.386885,22824000
2010-08-30,0.408667,0.414167,0.384000,0.384667,0.358895,11874000
2010-08-31,0.381667,0.389500,0.354833,0.360167,0.336036,17046000
2010-09-01,0.374833,0.405500,0.374833,0.393667,0.367292,21294000
2010-09-02,0.400333,0.419833,0.392333,0.419833,0.391705,32310000
2010-09-03,0.436333,0.447500,0.416667,0.438000,0.408655,39972000
2010-09-07,0.434167,0.437500,0.410000,0.414333,0.386573,24540000
2010-09-08,0.416167,0.418833,0.395833,0.407500,0.380198,55176000
2010-09-09,0.422833,0.423833,0.404333,0.409167,0.381753,16536000
2010-09-10,0.405500,0.410667,0.375667,0.393167,0.366825,50568000
2010-09-13,0.405000,0.433167,0.404500,0.432167,0.403212,34164000
2010-09-14,0.428333,0.461667,0.416333,0.453333,0.422960,29940000
2010-09-15,0.444000,0.450833,0.431500,0.449833,0.419695,20400000
2010-09-16,0.440833,0.461000,0.438000,0.459333,0.428558,15978000
2010-09-17,0.466000,0.468000,0.452500,0.459667,0.428870,14418000
2010-09-20,0.459833,0.467833,0.445833,0.465167,0.434001,39192000
2010-09-21,0.463500,0.474167,0.457667,0.462000,0.431047,18630000
2010-09-22,0.456000,0.460500,0.432500,0.442833,0.413283,25320000
2010-09-23,0.430500,0.474333,0.422167,0.451333,0.421216,21150000
2010-09-24,0.471667,0.507667,0.471667,0.505000,0.471301,25266000
2010-09-27,0.508833,0.510167,0.490500,0.496333,0.463213,20460000
2010-09-28,0.502333,0.522333,0.481833,0.519500,0.484834,25440000
2010-09-29,0.510000,0.542667,0.510000,0.531000,0.495566,31692000
2010-09-30,0.539333,0.550000,0.504833,0.519500,0.484834,36396000
2010-10-01,0.532167,0.535500,0.502167,0.514000,0.479701,24258000
2010-10-04,0.511000,0.511333,0.475833,0.493000,0.460102,25332000
2010-10-05,0.503333,0.528500,0.503333,0.523833,0.488878,24222000
2010-10-06,0.523333,0.524167,0.487500,0.505833,0.472079,22194000
2010-10-07,0.504667,0.513167,0.488333,0.506000,0.472235,20838000
2010-10-08,0.502500,0.524833,0.485833,0.522500,0.487634,29346000
2010-10-11,0.522500,0.547333,0.522500,0.532000,0.496500,20370000
2010-10-12,0.525333,0.550000,0.516000,0.543333,0.507076,18330000
2010-10-13,0.548500,0.554167,0.530667,0.545833,0.509410,27384000
2010-10-14,0.546833,0.556833,0.531833,0.541333,0.505210,19338000
2010-10-15,0.552667,0.558333,0.528833,0.553667,0.516721,22374000
2010-10-18,0.550833,0.550833,0.527333,0.540833,0.504743,21282000
2010-10-19,0.523833,0.546333,0.501167,0.518167,0.483590,37842000
2010-10-20,0.518667,0.534833,0.508333,0.526833,0.491677,24378000
2010-10-21,0.529500,0.532167,0.504333,0.519000,0.484367,22062000
2010-10-22,0.519000,0.552333,0.519000,0.549833,0.513143,29832000
2010-10-25,0.558333,0.577333,0.558333,0.567833,0.529942,12414000
2010-10-26,0.559833,0.569167,0.541833,0.560667,0.523254,10962000
2010-10-27,0.562667,0.613000,0.562500,0.612167,0.571317,19632000
2010-10-28,0.613833,0.617500,0.591000,0.613667,0.572717,13932000
2010-10-29,0.608667,0.630000,0.607667,0.625167,0.583450,10818000
2010-11-01,0.629667,0.637833,0.604000,0.618833,0.577538,19554000
2010-11-02,0.630167,0.640333,0.621667,0.630833,0.588738,11472000
2010-11-03,0.637167,0.651667,0.622000,0.651667,0.608181,18366000
2010-11-04,0.669500,0.713833,0.669500,0.711500,0.664022,18684000
2010-11-05,0.718667,0.736667,0.709333,0.726333,0.677865,18162000
2010-11-08,0.722333,0.741500,0.714333,0.727333,0.678798,17436000
2010-11-09,0.727333,0.729500,0.692000,0.699667,0.652978,14748000
2010-11-10,0.699000,0.702333,0.673000,0.700500,0.653756,14172000
2010-11-11,0.647000,0.683333,0.621500,0.676000,0.630891,24570000
2010-11-12,0.670833,0.707333,0.654667,0.674333,0.629335,16152000
2010-11-15,0.689333,0.694833,0.659333,0.659333,0.615336,14220000
2010-11-16,0.643167,0.664000,0.621333,0.631333,0.589204,16314000
2010-11-17,0.629000,0.651500,0.621833,0.629500,0.587493,7788000
2010-11-18,0.648667,0.672833,0.648667,0.664667,0.620314,10518000
2010-11-19,0.660333,0.702000,0.660333,0.697000,0.650489,9654000
2010-11-22,0.699000,0.724333,0.692833,0.722833,0.674598,32064000
2010-11-23,0.700167,0.719000,0.695667,0.703500,0.656555,22074000
2010-11-24,0.718833,0.763833,0.718833,0.759833,0.709129,24210000
2010-11-26,0.748500,0.758333,0.738333,0.747167,0.697309,6378000
2010-11-29,0.734667,0.746167,0.713833,0.742000,0.692486,12354000
2010-11-30,0.719333,0.725833,0.707333,0.714500,0.666821,14658000
2010-12-01,0.749833,0.785333,0.749833,0.783000,0.730751,16272000
2010-12-02,0.787500,0.828500,0.784833,0.827000,0.771814,13560000
2010-12-03,0.814833,0.843167,0.808333,0.839000,0.783014,10824000
2010-12-06,0.841833,0.841833,0.813333,0.834667,0.778970,11808000
2010-12-07,0.861000,0.871167,0.832000,0.833000,0.777414,22344000
2010-12-08,0.842000,0.858667,0.826667,0.855833,0.798723,8406000
2010-12-09,0.870667,0.876333,0.853833,0.862000,0.804479,7170000
2010-12-10,0.865167,0.872833,0.852833,0.864333,0.806656,7374000
2010-12-13,0.881833,0.881833,0.841667,0.848167,0.791569,8994000
2010-12-14,0.848000,0.852000,0.818333,0.826500,0.771348,11034000
2010-12-15,0.820167,0.834167,0.796667,0.800833,0.747393,13974000
2010-12-16,0.807667,0.821833,0.792167,0.815000,0.760615,5910000
2010-12-17,0.819000,0.836667,0.816333,0.831667,0.776170,5250000
2010-12-20,0.828000,0.837333,0.811500,0.822167,0.767304,24018000
2010-12-21,0.832667,0.847667,0.828500,0.839500,0.783480,7824000
2010-12-22,0.826667,0.841667,0.813000,0.840333,0.784258,10470000
2010-12-23,0.825833,0.840667,0.825833,0.833333,0.777725,4158000
2010-12-27,0.817833,0.840333,0.802500,0.835833,0.780058,7362000
2010-12-28,0.833333,0.841500,0.815333,0.825167,0.770104,6186000
2010-12-29,0.828500,0.832500,0.817833,0.828500,0.773214,3360000
2010-12-30,0.828500,0.839500,0.824167,0.835833,0.780058,3732000
2010-12-31,0.829333,0.837667,0.820000,0.833167,0.777570,6024000
2011-01-03,0.849500,0.879167,0.842000,0.851833,0.794990,11646000
2011-01-04,0.859667,0.872167,0.828000,0.854667,0.797635,10098000
2011-01-05,0.842500,0.869500,0.834167,0.863000,0.805412,4482000
2011-01-06,0.870500,0.913000,0.870500,0.910833,0.850053,9810000
2011-01-07,0.916667,0.929333,0.874833,0.916833,0.855653,21936000
2011-01-10,0.911667,0.950833,0.900000,0.945667,0.882563,9960000
2011-01-11,0.961667,0.961667,0.935333,0.956167,0.892362,9942000
2011-01-12,0.974833,1.010000,0.957167,1.009833,0.942447,9696000
2011-01-13,1.010833,1.025833,0.989833,1.009500,0.942136,8448000
2011-01-14,1.024000,1.092000,1.020000,1.092000,1.019131,18042000
2011-01-18,1.080000,1.092000,1.062667,1.079167,1.007154,13842000
2011-01-19,1.052500,1.057333,0.996667,1.004000,0.937003,14754000
2011-01-20,0.984500,0.984500,0.930500,0.967500,0.902939,18720000
2011-01-21,1.000000,1.002500,0.947500,0.950833,0.887384,12576000
2011-01-24,0.961333,1.021667,0.960000,1.019500,0.951469,12990000
2011-01-25,1.006333,1.017833,0.974333,0.998167,0.931559,13026000
2011-01-26,1.018333,1.031500,0.989833,1.025833,0.957379,16392000
2011-01-27,1.046500,1.088333,1.046500,1.082500,1.010265,19854000
2011-01-28,1.104000,1.104000,0.970167,0.994833,0.928448,36168000
2011-01-31,1.003333,1.020500,0.966667,1.006167,0.939026,12234000
2011-02-01,1.036000,1.093333,1.034333,1.079000,1.006998,22254000
2011-02-02,1.067167,1.112000,1.057000,1.097333,1.024108,18420000
2011-02-03,1.097833,1.104833,1.064667,1.098500,1.025197,10446000
2011-02-04,1.108667,1.166000,1.103000,1.163500,1.085860,16854000
2011-02-07,1.176000,1.191667,1.140167,1.151500,1.074661,21102000
2011-02-08,1.151833,1.158333,1.122167,1.148833,1.072172,8292000
2011-02-09,1.134000,1.150667,1.112500,1.127000,1.051795,12252000
2011-02-10,1.090000,1.139333,1.078667,1.136667,1.060817,12342000
2011-02-11,1.129000,1.174167,1.110500,1.162667,1.085082,8436000
2011-02-14,1.176333,1.216167,1.171500,1.189167,1.109814,15360000
2011-02-15,1.187000,1.188333,1.139833,1.155167,1.078083,14406000
2011-02-16,1.179833,1.202333,1.165333,1.191667,1.112147,10158000
2011-02-17,1.184667,1.250000,1.175000,1.244167,1.161144,15246000
2011-02-18,1.255833,1.256000,1.216500,1.229833,1.147766,13470000
2011-02-22,1.166333,1.174333,1.075000,1.083333,1.011043,40812000
2011-02-23,1.094333,1.094333,0.981667,1.025167,0.956758,35844000
2011-02-24,1.039000,1.082667,1.015167,1.075833,1.004043,41208000
2011-02-25,1.111000,1.159333,1.107167,1.157167,1.079949,38130000
2011-02-28,1.181667,1.181667,1.085167,1.122167,1.047285,38628000
2011-03-01,1.137167,1.144667,1.052833,1.055167,0.984756,37800000
2011-03-02,1.053500,1.138667,1.053167,1.100167,1.026753,51600000
2011-03-03,1.139833,1.174167,1.137333,1.164000,1.086326,33474000
2011-03-04,1.155500,1.164667,1.104500,1.127333,1.052106,31500000
2011-03-07,1.129167,1.144167,1.001167,1.034000,0.965001,50460000
2011-03-08,1.042667,1.071000,1.007667,1.039500,0.970134,26598000
2011-03-09,1.021167,1.021167,0.941167,0.946833,0.883651,66846000
2011-03-10,0.899667,0.916667,0.870333,0.875167,0.816767,60888000
2011-03-11,0.858500,0.907500,0.856833,0.898500,0.838543,37662000
2011-03-14,0.894500,0.929667,0.877500,0.894833,0.835121,37458000
2011-03-15,0.804833,0.880333,0.782333,0.862333,0.804790,39852000
2011-03-16,0.865167,0.892000,0.788500,0.806667,0.752838,35268000
2011-03-17,0.842333,0.866167,0.827000,0.836167,0.780370,37530000
2011-03-18,0.878000,0.878000,0.834167,0.844500,0.788147,32274000
2011-03-21,0.874667,0.906833,0.870667,0.888167,0.828900,39534000
2011-03-22,0.894333,0.894333,0.862667,0.867333,0.809456,24156000
2011-03-23,0.861333,0.895833,0.840000,0.890833,0.831388,25218000
2011-03-24,0.922167,0.962667,0.908833,0.956500,0.892673,44664000
2011-03-25,0.965333,0.980167,0.946833,0.948500,0.885207,31548000
2011-03-28,0.963333,0.977000,0.948500,0.953000,0.889406,22812000
2011-03-29,0.949333,0.979333,0.923500,0.979167,0.913827,29970000
2011-03-30,1.002167,1.008167,0.959500,0.982333,0.916782,29814000
2011-03-31,0.974833,0.987167,0.945833,0.957333,0.893450,20958000
2011-04-01,0.978500,0.978500,0.913667,0.923833,0.862186,33942000
2011-04-04,0.928833,0.937333,0.883167,0.900000,0.839943,27054000
2011-04-05,0.941667,0.981167,0.940667,0.958667,0.894695,44274000
2011-04-06,0.987500,1.007000,0.976000,1.005667,0.938559,30012000
2011-04-07,1.005833,1.005833,0.960000,0.991000,0.924871,20022000
2011-04-08,1.008000,1.016667,0.952167,0.966667,0.902161,20496000
2011-04-11,0.973667,0.973667,0.932833,0.940667,0.877896,18594000
2011-04-12,0.916667,0.916667,0.868500,0.883000,0.824077,31302000
2011-04-13,0.900833,0.908000,0.873667,0.890500,0.831077,33960000
2011-04-14,0.871667,0.893667,0.853000,0.892333,0.832788,18072000
2011-04-15,0.886333,0.917167,0.872500,0.910000,0.849276,17262000
2011-04-18,0.877333,0.882500,0.839667,0.861333,0.803856,29268000
2011-04-19,0.856000,0.873333,0.850000,0.871667,0.813501,22242000
2011-04-20,0.949833,0.983333,0.943333,0.983333,0.917715,52812000
2011-04-21,1.004167,1.004167,0.968000,0.980667,0.915227,22464000
2011-04-25,0.977833,0.998167,0.971167,0.983500,0.917871,13536000
2011-04-26,0.985333,1.033333,0.984500,1.030833,0.962046,30864000
2011-04-27,1.020000,1.034167,0.992667,1.030667,0.961891,26574000
2011-04-28,1.020167,1.030500,0.989500,1.010167,0.942759,25950000
2011-04-29,1.004667,1.029500,1.004333,1.025000,0.956602,12540000
2011-05-02,1.035000,1.035000,0.986667,0.993000,0.926737,21006000
2011-05-03,0.983333,0.987667,0.936833,0.956333,0.892517,33096000
2011-05-04,0.980500,0.981167,0.923167,0.958000,0.894073,20118000
2011-05-05,0.941667,0.992500,0.935833,0.963833,0.899516,41994000
2011-05-06,1.000000,1.017833,0.973000,0.985000,0.919271,40860000
2011-05-09,0.985000,0.985333,0.956833,0.976500,0.911338,18708000
2011-05-10,0.990333,0.998333,0.972500,0.989167,0.923160,19446000
2011-05-11,0.993167,1.004667,0.947667,0.966500,0.902005,18096000
2011-05-12,0.952667,1.015333,0.949500,1.006167,0.939026,25260000
2011-05-13,1.000833,1.008500,0.964167,0.967167,0.902628,16488000
2011-05-16,0.964500,0.988333,0.922667,0.926167,0.864364,23142000
2011-05-17,0.916000,0.916833,0.866833,0.892667,0.833099,35832000
2011-05-18,0.902833,0.951667,0.902000,0.943000,0.880074,17988000
2011-05-19,0.931500,0.932000,0.894333,0.919500,0.858142,20982000
2011-05-20,0.921500,0.927667,0.896833,0.911000,0.850209,10974000
2011-05-23,0.880167,0.880167,0.853833,0.855000,0.797946,23688000
2011-05-24,0.870167,0.871333,0.833500,0.835667,0.779903,23982000
2011-05-25,0.829333,0.866333,0.820000,0.857667,0.800435,19098000
2011-05-26,0.854833,0.887333,0.845667,0.881833,0.822988,14706000
2011-05-27,0.899333,0.921167,0.899333,0.913167,0.852232,19008000
2011-05-31,0.941667,0.954167,0.927000,0.954167,0.890495,15954000
2011-06-01,0.946833,0.946833,0.866667,0.867667,0.809768,17838000
2011-06-02,0.869000,0.893500,0.854167,0.868000,0.810078,16122000
2011-06-03,0.840500,0.860000,0.818167,0.821833,0.766992,38124000
2011-06-06,0.817667,0.828167,0.800167,0.801833,0.748327,18660000
2011-06-07,0.826500,0.838500,0.813333,0.813667,0.759371,14688000
2011-06-08,0.802833,0.803000,0.757167,0.764833,0.713796,36198000
2011-06-09,0.767500,0.781667,0.754500,0.767333,0.716129,25770000
2011-06-10,0.758333,0.762000,0.714500,0.730167,0.681443,22752000
2011-06-13,0.730500,0.742333,0.701667,0.708833,0.661533,18828000
2011-06-14,0.733667,0.762000,0.733667,0.748500,0.698553,15768000
2011-06-15,0.732000,0.741833,0.703000,0.704500,0.657489,13464000
2011-06-16,0.710167,0.710333,0.662500,0.680667,0.635246,17418000
2011-06-17,0.704667,0.704667,0.644167,0.651000,0.607559,23820000
2011-06-20,0.647000,0.661667,0.643833,0.653000,0.609425,18750000
2011-06-21,0.665000,0.705500,0.654167,0.702167,0.655312,30174000
2011-06-22,0.692167,0.711833,0.685667,0.691833,0.645667,20856000
2011-06-23,0.666667,0.724500,0.653667,0.723000,0.674754,41520000
2011-06-24,0.716167,0.716167,0.666500,0.671333,0.626535,21660000
2011-06-27,0.671333,0.692667,0.651667,0.682833,0.637268,15390000
2011-06-28,0.691000,0.709500,0.686500,0.708833,0.661533,24696000
2011-06-29,0.715167,0.723667,0.695500,0.711833,0.664332,16728000
2011-06-30,0.716667,0.770000,0.716667,0.763333,0.712396,30492000
2011-07-01,0.769167,0.816667,0.757333,0.813167,0.758904,25212000
2011-07-05,0.808833,0.817667,0.779167,0.791000,0.738217,15444000
2011-07-06,0.782833,0.783167,0.753500,0.772667,0.721107,10506000
2011-07-07,0.794333,0.831667,0.788333,0.818333,0.763726,18822000
2011-07-08,0.786833,0.790000,0.756167,0.781667,0.729506,16896000
2011-07-11,0.766333,0.787000,0.735000,0.741500,0.692020,22608000
2011-07-12,0.719167,0.722500,0.667500,0.678167,0.632913,46284000
2011-07-13,0.694500,0.703333,0.663500,0.671000,0.626224,27108000
2011-07-14,0.673667,0.697833,0.636667,0.640833,0.598070,41184000
2011-07-15,0.653833,0.654333,0.627500,0.651000,0.607559,24444000
2011-07-18,0.642833,0.650500,0.609167,0.623000,0.581427,25644000
2011-07-19,0.642667,0.689000,0.642667,0.684667,0.638979,31746000
2011-07-20,0.701500,0.708167,0.663333,0.675833,0.630735,21420000
2011-07-21,0.670833,0.698333,0.644333,0.694333,0.648000,32058000
2011-07-22,0.697833,0.748333,0.697833,0.741333,0.691864,40338000
2011-07-25,0.719333,0.728667,0.697833,0.713000,0.665422,17520000
2011-07-26,0.726000,0.755833,0.726000,0.730833,0.682064,30282000
2011-07-27,0.707000,0.707000,0.646333,0.650833,0.607403,54816000
2011-07-28,0.650000,0.680000,0.627000,0.646000,0.602892,23532000
2011-07-29,0.612000,0.648000,0.602667,0.630500,0.588427,33750000
2011-08-01,0.656833,0.666333,0.603667,0.629000,0.587027,41922000
2011-08-02,0.614833,0.627000,0.570833,0.573167,0.534920,44364000
2011-08-03,0.576667,0.596000,0.538833,0.591333,0.551873,48840000
2011-08-04,0.572000,0.573333,0.489500,0.494333,0.461346,70020000
2011-08-05,0.509167,0.525667,0.418667,0.458333,0.427748,60150000
2011-08-08,0.408167,0.440667,0.381500,0.386667,0.360865,42156000
2011-08-09,0.409167,0.440000,0.370000,0.438667,0.409395,49818000
2011-08-10,0.424500,0.454167,0.393000,0.412333,0.384818,35904000
2011-08-11,0.429833,0.491167,0.427000,0.473667,0.442059,29616000
2011-08-12,0.485500,0.499833,0.459000,0.469000,0.437704,27114000
2011-08-15,0.477500,0.497667,0.472667,0.496667,0.463524,22326000
2011-08-16,0.479333,0.493833,0.450000,0.468667,0.437393,25092000
2011-08-17,0.464333,0.490000,0.446000,0.458500,0.427904,17232000
2011-08-18,0.420333,0.420333,0.370000,0.379167,0.353865,38010000
2011-08-19,0.370333,0.403667,0.355000,0.357000,0.333177,28344000
2011-08-22,0.387000,0.387833,0.359667,0.367000,0.342510,21594000
2011-08-23,0.380000,0.424333,0.370000,0.423167,0.394929,51924000
2011-08-24,0.423167,0.434333,0.397333,0.422500,0.394307,51954000
2011-08-25,0.415833,0.431167,0.386667,0.389000,0.363042,33522000
2011-08-26,0.390333,0.426833,0.371667,0.419833,0.391818,38676000
2011-08-29,0.440833,0.467500,0.437500,0.466667,0.435526,29448000
2011-08-30,0.455667,0.475000,0.446333,0.466667,0.435526,25152000
2011-08-31,0.480667,0.488500,0.446833,0.456667,0.426194,29664000
2011-09-01,0.457333,0.474833,0.433333,0.433833,0.404883,26106000
2011-09-02,0.414167,0.416667,0.396333,0.404000,0.377041,22992000
2011-09-06,0.366500,0.396833,0.364667,0.396000,0.369575,29136000
2011-09-07,0.419167,0.448333,0.419167,0.447000,0.417172,43224000
2011-09-08,0.436000,0.474000,0.433000,0.440333,0.410950,32784000
2011-09-09,0.425167,0.461167,0.417333,0.426000,0.397573,39306000
2011-09-12,0.414833,0.464833,0.414833,0.464833,0.433815,34446000
2011-09-13,0.473167,0.496667,0.461833,0.493000,0.460102,43494000
2011-09-14,0.500667,0.547500,0.494167,0.530000,0.494633,86268000
2011-09-15,0.546667,0.559000,0.533000,0.554000,0.517032,61032000
2011-09-16,0.553333,0.573333,0.548500,0.555833,0.518742,62544000
2011-09-19,0.530333,0.548500,0.509833,0.537167,0.501322,54882000
2011-09-20,0.545833,0.550500,0.516167,0.519500,0.484834,72882000
